Date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,uniqueCasePositivityBySpecimenDateRollingSum,uniquePeopleTestedBySpecimenDateRollingSum,covidOccupiedMVBeds,hospitalCases,newAdmissions,cumAdmissions,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
2021-01-31,2228,658818,40614,955732,563,60368,12.2,251571,1065,5654,394,65238,101,14029
2021-02-01,3290,662108,33696,989428,314,60682,11.7,245100,1090,5881,421,65659,92,14121
2021-02-02,2942,665050,34997,1024425,205,60887,11.2,242960,1075,5723,357,66016,96,14217
2021-02-03,2695,667745,38016,1062441,272,61159,10.5,242393,1067,5462,349,66365,107,14324
2021-02-04,2463,670208,42870,1105311,330,61489,10.3,230223,1032,5212,329,66694,66,14390
2021-02-05,2114,672322,45296,1150607,155,61644,9.7,227467,1026,5066,292,66986,91,14481
2021-02-06,1542,673864,36565,1187172,75,61719,9.2,227140,1016,4787,236,67222,76,14557
2021-02-07,1345,675209,20174,1207346,125,61844,8.7,226941,977,4729,302,67524,66,14623
2021-02-08,1803,677012,22809,1230155,118,61962,8.2,221624,951,4743,287,67811,66,14689
2021-02-09,1660,678672,30410,1260565,257,62219,7.8,215078,934,4574,232,68043,56,14745
2021-02-10,1530,680202,34559,1295124,479,62698,7.3,209931,905,4279,243,68286,64,14809
2021-02-11,1440,681642,44274,1339398,564,63262,6.9,205145,888,4079,217,68503,42,14851
2021-02-12,1276,682918,50102,1389500,309,63571,6.6,201659,859,3882,190,68693,41,14892
2021-02-13,867,683785,39310,1428810,125,63696,6.2,198817,865,3562,175,68868,41,14933
2021-02-14,881,684666,29468,1458278,48,63744,6,196497,855,3595,196,69064,37,14970
2021-02-15,1380,686046,26276,1484554,176,63920,5.8,194830,834,3603,179,69243,44,15014
2021-02-16,1196,687242,45061,1529615,533,64453,5.5,193904,790,3500,166,69409,43,15057
2021-02-17,1085,688327,56082,1585697,886,65339,5.2,192805,749,3292,150,69559,40,15097
2021-02-18,1102,689429,50890,1636587,1182,66521,5,192496,706,3059,142,69701,37,15134
2021-02-19,1027,690456,46819,1683406,966,67487,4.7,192789,705,3048,150,69851,33,15167
2021-02-20,798,691254,41137,1724543,263,67750,4.7,193672,667,2803,110,69961,31,15198
2021-02-21,738,691992,14890,1739433,126,67876,4.5,194852,667,2734,127,70088,38,15236
2021-02-22,1021,693013,23865,1763298,755,68631,4.2,194705,653,2737,129,70217,21,15257
2021-02-23,916,693929,46378,1809676,1389,70020,4.1,195178,552,2490,103,70320,19,15276
2021-02-24,734,694663,54890,1864566,2683,72703,3.8,195562,604,2503,105,70425,20,15296
2021-02-25,650,695313,58039,1922605,3040,75743,3.6,195910,577,2371,110,70535,19,15315
2021-02-26,621,695934,56309,1978914,2895,78638,3.3,198639,556,2253,72,70607,15,15330
2021-02-27,499,696433,50553,2029467,2375,81013,3.1,202301,540,2102,64,70671,12,15342
2021-02-28,474,696907,23280,2052747,964,81977,2.9,205722,455,1828,97,70768,10,15352
2021-03-01,549,697456,21611,2074358,1974,83951,2.6,208104,511,2018,89,70857,20,15372
2021-03-02,657,698113,30002,2104360,3831,87782,2.4,212574,485,1932,95,70952,14,15386
2021-03-03,580,698693,32814,2137174,6109,93891,2.3,216003,479,1861,67,71019,7,15393
2021-03-04,510,699203,38241,2175415,6006,99897,2.2,218350,458,1821,88,71107,12,15405
2021-03-05,500,699703,43520,2218935,6594,106491,2.1,220051,448,1723,62,71169,15,15420
2021-03-06,402,700105,47625,2266560,3492,109983,2,221723,417,1618,49,71218,13,15433
2021-03-07,408,700513,19003,2285563,944,110927,1.9,223724,393,1562,58,71276,9,15442
2021-03-08,563,701076,21851,2307414,3990,114917,1.9,220992,379,1551,56,71332,7,15449
2021-03-09,590,701666,29432,2336846,7470,122387,1.8,221960,358,1481,67,71399,8,15457
2021-03-10,531,702197,32881,2369727,7767,130154,1.8,221219,339,1400,52,71451,10,15467
2021-03-11,454,702651,23238,2392965,6447,136601,1.7,220313,336,1335,47,71498,6,15473
2021-03-12,514,703165,37826,2430791,8207,144808,1.7,220737,310,1273,39,71537,1,15474
2021-03-13,363,703528,43140,2473931,4875,149683,1.7,219346,308,1190,48,71585,9,15483
2021-03-14,362,703890,22157,2496088,2311,151994,1.7,217445,308,1181,41,71626,5,15488
2021-03-15,598,704488,39395,2535483,4633,156627,1.7,214476,298,1185,40,71666,6,15494
2021-03-16,505,704993,43744,2579227,9207,165834,1.6,217611,287,1138,45,71711,5,15499
2021-03-17,455,705448,48865,2628092,11937,177771,1.6,220931,274,1082,27,71738,7,15506
2021-03-18,478,705926,48483,2676575,15348,193119,1.5,222399,260,1023,33,71771,2,15508
2021-03-19,443,706369,65575,2742150,12875,205994,1.5,224190,237,986,42,71813,3,15511
2021-03-20,377,706746,66401,2808551,6838,212832,1.5,225177,211,941,31,71844,2,15513
2021-03-21,459,707205,33432,2841983,2672,215504,1.5,227224,209,928,28,71872,3,15516
2021-03-22,539,707744,33610,2875593,7795,223299,1.5,226230,198,922,31,71903,6,15522
2021-03-23,480,708224,33684,2909277,17683,240982,1.4,227835,195,876,33,71936,1,15523
2021-03-24,614,708838,37871,2947148,29737,270719,1.5,228065,190,840,27,71963,5,15528
2021-03-25,454,709292,38795,2985943,28564,299283,1.4,229006,169,811,33,71996,1,15529
2021-03-26,425,709717,48126,3034069,25082,324365,1.4,230151,159,799,26,72022,2,15531
2021-03-27,300,710017,45653,3079722,15134,339499,1.4,228511,159,742,29,72051,6,15537
2021-03-28,470,710487,24862,3104584,7516,347015,1.4,227274,153,737,32,72083,2,15539
2021-03-29,399,710886,23595,3128179,19006,366021,1.4,222375,158,733,23,72106,2,15541
2021-03-30,357,711243,21455,3149634,33133,399154,1.4,219865,154,717,29,72135,2,15543
2021-03-31,302,711545,28979,3178613,47675,446829,1.3,217484,153,689,30,72165,2,15545
2021-04-01,335,711880,15515,3194128,57918,504747,1.3,214744,147,668,25,72190,3,15548
2021-04-02,250,712130,8598,3202726,22624,527371,1.3,203877,137,652,27,72217,0,15548
2021-04-03,237,712367,10699,3213425,15027,542398,1.3,202154,134,630,25,72242,4,15552
2021-04-04,212,712579,3259,3216684,2358,544756,1.2,198879,130,637,23,72265,1,15553
2021-04-05,243,712822,4107,3220791,2777,547533,1.2,180672,129,636,23,72288,1,15554
2021-04-06,331,713153,9311,3230102,20983,568516,1.2,185229,126,601,22,72310,1,15555
2021-04-07,337,713490,8435,3238537,49653,618169,1.2,189797,121,577,26,72336,2,15557
2021-04-08,311,713801,8976,3247513,48867,667036,1.1,192767,122,569,27,72363,2,15559
2021-04-09,351,714152,9763,3257276,47717,714753,1.1,206113,118,561,21,72384,1,15560
2021-04-10,274,714426,12068,3269344,45887,760640,1.1,207048,115,538,25,72409,3,15563
2021-04-11,292,714718,6601,3275945,17555,778195,1.1,211105,113,520,28,72437,3,15566
2021-04-12,326,715044,4091,3280036,20480,798675,1.1,219375,111,520,26,72463,0,15566
2021-04-13,276,715320,5495,3285531,30885,829560,1.1,226268,110,521,20,72483,2,15568
2021-04-14,271,715591,21888,3307419,43741,873301,1,242110,106,513,21,72504,0,15568
2021-04-15,296,715887,16654,3324073,48455,921756,0.9,261207,102,498,14,72518,2,15570
2021-04-16,304,716191,19181,3343254,52621,974377,0.8,277379,105,501,14,72532,2,15572
2021-04-17,219,716410,18910,3362164,48587,1022964,0.8,288366,103,476,9,72541,1,15573
2021-04-18,359,716769,11563,3373727,25701,1048665,0.7,296831,104,467,17,72558,1,15574
2021-04-19,361,717130,14968,3388695,28540,1077205,0.7,308997,106,460,18,72576,3,15577
2021-04-20,340,717470,16036,3404731,33481,1110686,0.7,314487,107,439,15,72591,2,15579
2021-04-21,343,717813,19685,3424416,44821,1155507,0.7,320567,96,453,18,72609,1,15580
2021-04-22,301,718114,17994,3442410,42860,1198367,0.7,316610,91,423,14,72623,0,15580
2021-04-23,231,718345,16662,3459072,46606,1244973,0.7,308327,91,418,22,72645,0,15580
2021-04-24,221,718566,17647,3476719,39958,1284931,0.7,301731,93,403,15,72660,1,15581
2021-04-25,263,718829,7073,3483792,22731,1307662,0.7,296279,91,375,17,72677,2,15583
2021-04-26,294,719123,10448,3494240,25026,1332688,0.7,285527,85,376,13,72690,0,15583
2021-04-27,271,719394,14622,3508862,37540,1370228,0.7,274782,80,368,21,72711,2,15585
2021-04-28,287,719681,20590,3529452,40902,1411130,0.7,253768,78,353,14,72725,5,15590
2021-04-29,196,719877,20655,3550107,42610,1453740,0.7,239326,73,339,15,72740,0,15590
2021-04-30,224,720101,18907,3569014,39012,1492752,0.7,230002,71,315,11,72751,1,15591
2021-05-01,167,720268,19722,3588736,31293,1524045,0.7,227075,67,299,12,72763,1,15592
2021-05-02,173,720441,10592,3599328,12961,1537006,0.7,223777,69,308,11,72774,1,15593
2021-05-03,234,720675,9144,3608472,8348,1545354,0.7,204243,70,316,11,72785,1,15594
2021-05-04,293,720968,18575,3627047,26792,1572146,0.7,208044,69,292,6,72791,1,15595
2021-05-05,264,721232,21556,3648603,38992,1611138,0.7,210889,65,284,17,72808,3,15598
2021-05-06,280,721512,22151,3670754,51788,1662926,0.7,212868,61,283,13,72821,0,15598
2021-05-07,225,721737,21294,3692048,52563,1715489,0.7,216339,62,272,15,72836,2,15600
2021-05-08,175,721912,21034,3713082,48147,1763636,0.7,216202,58,275,10,72846,0,15600
2021-05-09,262,722174,10911,3723993,24662,1788298,0.7,217915,57,274,16,72862,0,15600
2021-05-10,339,722513,13838,3737831,24959,1813257,0.7,227240,59,281,17,72879,2,15602
2021-05-11,279,722792,20099,3757930,41843,1855100,0.8,225895,54,281,17,72896,0,15602
2021-05-12,219,723011,24993,3782923,41680,1896780,0.7,224751,56,275,12,72908,0,15602
2021-05-13,249,723260,31587,3814510,39235,1936015,0.7,223233,55,266,15,72923,0,15602
2021-05-14,237,723497,36029,3850539,43590,1979605,0.7,224454,51,251,12,72935,0,15602
2021-05-15,186,723683,35483,3886022,37422,2017027,0.7,228473,48,258,11,72946,2,15604
2021-05-16,205,723888,20247,3906269,21797,2038824,0.7,229288,47,261,11,72957,1,15605
2021-05-17,324,724212,18096,3924365,28094,2066918,0.7,229612,50,259,19,72976,0,15605
2021-05-18,314,724526,24277,3948642,33486,2100404,0.7,233334,47,245,19,72995,0,15605
2021-05-19,339,724865,36704,3985346,38335,2138739,0.7,240265,48,241,14,73009,0,15605
2021-05-20,315,725180,38653,4023999,43676,2182415,0.8,247814,49,248,24,73033,2,15607
2021-05-21,263,725443,35450,4059449,47603,2230018,0.8,252173,53,254,13,73046,0,15607
2021-05-22,234,725677,36464,4095913,50104,2280122,0.8,252821,45,233,14,73060,0,15607
2021-05-23,268,725945,22682,4118595,27264,2307386,0.8,254005,46,236,13,73073,1,15608
2021-05-24,358,726303,19524,4138119,34799,2342185,0.8,259391,47,244,17,73090,1,15609
2021-05-25,402,726705,29752,4167871,38465,2380650,0.8,273973,49,242,16,73106,0,15609
2021-05-26,473,727178,37060,4204931,40893,2421543,0.8,291238,50,238,19,73125,3,15612
2021-05-27,499,727677,46972,4251903,45294,2466837,0.8,304558,42,234,17,73142,1,15613
2021-05-28,412,728089,38579,4290482,44267,2511104,0.8,312271,45,234,19,73161,0,15613
2021-05-29,375,728464,37002,4327484,37557,2548661,0.9,314776,43,235,17,73178,1,15614
2021-05-30,387,728851,24448,4351932,17512,2566173,0.9,315333,41,233,18,73196,1,15615
2021-05-31,475,729326,25029,4376961,22696,2588869,1,293703,42,234,20,73216,0,15615
2021-06-01,683,730009,21427,4398388,33913,2622782,1.1,287999,40,236,29,73245,0,15615
2021-06-02,794,730803,28924,4427312,35816,2658598,1.3,280237,40,241,19,73264,1,15616
2021-06-03,769,731572,34616,4461928,38784,2697382,1.4,271962,41,238,20,73284,1,15617
2021-06-04,679,732251,33922,4495850,38919,2736301,1.5,271016,41,247,16,73300,1,15618
2021-06-05,584,732835,39382,4535232,43914,2780215,1.6,272493,40,234,16,73316,1,15619
2021-06-06,650,733485,29164,4564396,24418,2804633,1.6,276984,41,237,27,73343,2,15621
2021-06-07,985,734470,19073,4583469,33940,2838573,1.7,291106,42,252,17,73360,0,15621
2021-06-08,1061,735531,22198,4605667,33722,2872295,1.8,300511,45,249,20,73380,1,15622
2021-06-09,1046,736577,29744,4635411,36211,2908506,1.8,307566,47,270,33,73413,2,15624
2021-06-10,975,737552,36550,4671961,36026,2944532,1.9,315206,46,266,29,73442,0,15624
2021-06-11,916,738468,37929,4709890,36283,2980815,1.9,317938,51,262,28,73470,0,15624
2021-06-12,752,739220,46728,4756618,33768,3014583,2,318080,50,250,27,73497,5,15629
2021-06-13,750,739970,29377,4785995,19684,3034267,2,317566,51,261,34,73531,1,15630
2021-06-14,1174,741144,22065,4808060,28525,3062792,2.1,320645,51,285,33,73564,0,15630
2021-06-15,1256,742400,29750,4837810,27877,3090669,2.2,318324,51,289,37,73601,1,15631
2021-06-16,1139,743539,32852,4870662,30416,3121085,2.2,319926,54,277,25,73626,1,15632
2021-06-17,1261,744800,38347,4909009,30975,3152060,2.3,320369,53,300,31,73657,2,15634
2021-06-18,994,745794,39562,4948571,31888,3183948,2.3,324706,55,289,26,73683,4,15638
2021-06-19,902,746696,53705,5002276,32386,3216334,2.3,328149,57,286,31,73714,2,15640
2021-06-20,951,747647,33641,5035917,16184,3232518,2.4,330864,50,272,32,73746,1,15641
2021-06-21,1627,749274,22584,5058501,19851,3252369,2.5,326596,56,303,19,73765,2,15643
2021-06-22,1757,751031,29630,5088131,23724,3276093,2.6,329550,60,300,26,73791,0,15643
2021-06-23,1925,752956,30954,5119085,25539,3301632,2.8,332411,61,280,29,73820,0,15643
2021-06-24,1908,754864,36553,5155638,27139,3328771,3,333420,67,286,22,73842,3,15646
2021-06-25,2012,756876,33789,5189427,30441,3359212,3.2,338869,62,286,26,73868,3,15649
2021-06-26,1684,758560,39648,5229075,32370,3391582,3.4,342604,59,266,35,73903,0,15649
2021-06-27,1851,760411,25183,5254258,21777,3413359,3.6,344545,53,243,38,73941,3,15652
2021-06-28,2809,763220,21158,5275416,21688,3435047,3.9,348824,66,302,31,73972,0,15652
2021-06-29,2924,766144,20824,5296240,22967,3458014,4.1,357313,68,301,51,74023,3,15655
2021-06-30,3010,769154,21228,5317468,31161,3489175,4.4,365759,71,314,51,74074,4,15659
2021-07-01,3012,772166,20395,5337863,28410,3517585,4.5,375717,74,329,30,74104,3,15662
2021-07-02,2879,775045,18708,5356571,26599,3544184,4.7,383721,70,323,32,74136,2,15664
2021-07-03,2625,777670,21658,5378229,29241,3573425,4.9,390573,72,318,42,74178,3,15667
2021-07-04,2568,780238,13264,5391493,16669,3590094,5,393166,73,331,54,74232,1,15668
2021-07-05,3761,783999,13299,5404792,21391,3611485,5.2,394467,76,364,55,74287,2,15670
2021-07-06,3936,787935,11218,5416010,20430,3631915,5.4,402751,74,381,52,74339,2,15672
2021-07-07,4413,792348,13125,5429135,26840,3658755,5.6,410329,74,397,62,74401,2,15674
2021-07-08,3586,795934,16191,5445326,25008,3683763,5.8,411263,75,411,79,74480,2,15676
2021-07-09,3588,799522,15367,5460693,27188,3710951,5.9,416113,84,435,68,74548,2,15678
2021-07-10,3188,802710,15526,5476219,31015,3741966,6,417279,87,440,64,74612,3,15681
2021-07-11,3223,805933,6745,5482964,14863,3756829,6.2,417691,94,467,66,74678,0,15681
2021-07-12,4872,810805,8660,5491624,18646,3775475,6.5,413828,103,514,96,74774,2,15683
2021-07-13,5200,816005,9281,5500905,21664,3797139,6.8,414019,101,514,88,74862,4,15687
2021-07-14,6398,822403,9328,5510233,29802,3826941,7.2,417141,112,540,86,74948,3,15690
2021-07-15,7642,830045,10015,5520248,29792,3856733,7.9,427494,117,575,83,75031,2,15692
2021-07-16,7013,837058,9002,5529250,30081,3886814,8.5,438027,117,583,85,75116,2,15694
2021-07-17,4975,842033,10690,5539940,36127,3922941,8.8,442746,114,590,100,75216,3,15697
2021-07-18,4416,846449,5259,5545199,23987,3946928,9,446093,111,574,101,75317,7,15704
2021-07-19,6006,852455,6130,5551329,22402,3969330,9.4,445177,128,647,117,75434,6,15710
2021-07-20,5006,857461,6283,5557612,23238,3992568,9.4,445675,131,662,122,75556,8,15718
2021-07-21,4687,862148,6958,5564570,29107,4021675,9.2,444662,129,713,126,75682,8,15726
2021-07-22,4232,866380,6743,5571313,32464,4054139,8.7,436598,141,735,141,75823,6,15732
2021-07-23,3858,870238,6630,5577943,31383,4085522,8.2,426837,142,794,104,75927,10,15742
2021-07-24,3058,873296,7344,5585287,36764,4122286,7.9,421517,146,852,134,76061,4,15746
2021-07-25,2824,876120,4028,5589315,21350,4143636,7.6,417560,149,890,130,76191,5,15751
2021-07-26,3975,880095,5300,5594615,25304,4168940,7.3,407588,161,957,162,76353,8,15759
2021-07-27,3815,883910,5919,5600534,25229,4194169,7.1,404333,179,1001,132,76485,4,15763
2021-07-28,3889,887799,5724,5606258,25320,4219489,6.9,398593,179,1023,106,76591,11,15774
2021-07-29,3806,891605,5848,5612106,28814,4248303,6.8,394779,172,935,129,76720,10,15784
2021-07-30,3270,894875,5294,5617400,26942,4275245,6.7,392761,187,1029,126,76846,12,15796
2021-07-31,2601,897476,6447,5623847,33410,4308655,6.6,389514,189,1034,124,76970,8,15804
2021-08-01,2624,900100,3852,5627699,21315,4329970,6.6,386791,184,1023,123,77093,9,15813
2021-08-02,3903,904003,4574,5632273,22839,4352809,6.6,382831,204,1157,99,77192,9,15822
2021-08-03,3939,907942,5182,5637455,23112,4375921,6.6,383329,198,1084,120,77312,6,15828
2021-08-04,4193,912135,4694,5642149,21983,4397904,6.6,384776,199,1042,113,77425,13,15841
2021-08-05,4178,916313,5385,5647534,28183,4426087,6.7,384922,201,1027,131,77556,15,15856
2021-08-06,3623,919936,5192,5652726,26219,4452306,6.8,386652,200,1044,114,77670,8,15864
2021-08-07,2940,922876,6591,5659317,33244,4485550,6.8,388363,202,1026,102,77772,8,15872
2021-08-08,2841,925717,3636,5662953,19841,4505391,6.8,391116,200,1046,112,77884,7,15879
2021-08-09,3813,929530,4852,5667805,25426,4530817,6.8,389731,202,1077,92,77976,8,15887
2021-08-10,3821,933351,5584,5673389,25175,4555992,6.7,395849,203,1068,99,78075,5,15892
2021-08-11,4271,937622,5242,5678631,25008,4581000,6.6,399981,201,1041,121,78196,12,15904
2021-08-12,3928,941550,5469,5684100,29771,4610771,6.5,401962,198,1016,134,78330,17,15921
2021-08-13,3677,945227,5633,5689733,27008,4637779,6.5,405548,200,1025,118,78448,7,15928
2021-08-14,2897,948124,6518,5696251,32151,4669930,6.4,409008,198,1008,129,78577,12,15940
2021-08-15,2703,950827,3860,5700111,20042,4689972,6.4,411544,208,1036,89,78666,13,15953
2021-08-16,3841,954668,5900,5706011,26893,4716865,6.4,411854,211,1086,126,78792,10,15963
2021-08-17,3724,958392,5847,5711858,24649,4741514,6.3,415831,211,1074,111,78903,12,15975
2021-08-18,3698,962090,5411,5717269,24933,4766447,6.2,418594,212,1090,146,79049,10,15985
2021-08-19,3537,965627,6728,5723997,27049,4793496,6,420858,217,1098,140,79189,13,15998
2021-08-20,3083,968710,8247,5732244,26046,4819542,5.8,422634,213,1112,120,79309,16,16014
2021-08-21,2652,971362,8694,5740938,28372,4847914,5.7,425933,216,1126,124,79433,13,16027
2021-08-22,2646,974008,5408,5746346,17530,4865444,5.7,428561,220,1138,134,79567,13,16040
2021-08-23,3569,977577,6710,5753056,23724,4889168,5.6,430035,216,1199,147,79714,14,16054
2021-08-24,3416,980993,6844,5759900,21755,4910923,5.5,433564,214,1178,165,79879,8,16062
2021-08-25,3425,984418,6399,5766299,22085,4933008,5.4,437459,215,1172,139,80018,10,16072
2021-08-26,3175,987593,7073,5773372,22832,4955840,5.3,440887,212,1189,115,80133,13,16085
2021-08-27,3064,990657,6040,5779412,20595,4976435,5.2,446132,215,1189,112,80245,11,16096
2021-08-28,2575,993232,5769,5785181,20526,4996961,5.1,453379,207,1154,116,80361,14,16110
2021-08-29,2246,995478,3183,5788364,11612,5008573,5,456068,207,1150,118,80479,7,16117
2021-08-30,2815,998293,2661,5791025,10520,5019093,4.9,444226,221,1192,146,80625,8,16125
2021-08-31,3712,1002005,5803,5796828,19155,5038248,4.8,456818,223,1255,141,80766,12,16137
2021-09-01,3606,1005611,5361,5802189,16676,5054924,4.7,472957,225,1235,124,80890,10,16147
2021-09-02,3719,1009330,5161,5807350,17001,5071925,4.6,488560,226,1202,122,81012,12,16159
2021-09-03,3452,1012782,4789,5812139,16460,5088385,4.6,500091,222,1154,102,81114,20,16179
2021-09-04,2716,1015498,5357,5817496,19247,5107632,4.6,502031,229,1134,88,81202,8,16187
2021-09-05,2652,1018150,2380,5819876,9662,5117294,4.7,504200,230,1143,100,81302,9,16196
2021-09-06,3780,1021930,3502,5823378,14433,5131727,4.8,515138,237,1177,142,81444,16,16212
2021-09-07,3385,1025315,3278,5826656,12783,5144510,4.8,502466,229,1211,123,81567,11,16223
2021-09-08,3135,1028450,3268,5829924,12070,5156580,4.9,485306,228,1214,133,81700,13,16236
2021-09-09,2743,1031193,3486,5833410,12954,5169534,4.9,469291,224,1190,114,81814,16,16252
2021-09-10,2507,1033700,3507,5836917,12295,5181829,4.8,455839,220,1225,101,81915,10,16262
2021-09-11,2169,1035869,4209,5841126,14157,5195986,4.8,447549,222,1209,109,82024,8,16270
2021-09-12,2010,1037879,1818,5842944,5965,5201951,4.7,442745,224,1214,91,82115,8,16278
2021-09-13,2784,1040663,3177,5846121,10427,5212378,4.5,438228,228,1253,98,82213,4,16282
2021-09-14,2601,1043264,3112,5849233,9373,5221751,4.4,437571,235,1276,90,82303,12,16294
2021-09-15,2424,1045688,3256,5852489,9281,5231032,4.2,438830,234,1214,89,82392,11,16305
2021-09-16,2334,1048022,3198,5855687,9374,5240406,4.1,437505,222,1179,103,82495,10,16315
2021-09-17,2355,1050377,3479,5859166,9874,5250280,4.1,438847,227,1153,76,82571,8,16323
2021-09-18,2107,1052484,4227,5863393,11250,5261530,4,439819,228,1124,78,82649,11,16334
2021-09-19,2334,1054818,1845,5865238,4610,5266140,4,442550,229,1134,70,82719,9,16343
2021-09-20,3114,1057932,3457,5868695,8535,5274675,4.1,445032,221,1122,97,82816,7,16350
2021-09-21,2907,1060839,3518,5872213,7081,5281756,4.1,449322,210,1077,86,82902,8,16358
2021-09-22,2806,1063645,3538,5875751,7250,5289006,4.1,451956,209,1056,80,82982,11,16369
2021-09-23,2724,1066369,4082,5879833,7305,5296311,4.2,454684,204,1013,88,83070,14,16383
2021-09-24,2379,1068748,3666,5883499,6770,5303081,4.2,455256,195,1000,87,83157,13,16396
2021-09-25,2226,1070974,3735,5887234,8874,5311955,4.2,455850,193,984,81,83238,10,16406
2021-09-26,2502,1073476,1511,5888745,3254,5315209,4.2,456168,191,990,72,83310,6,16412
2021-09-27,3439,1076915,3176,5891921,5993,5321202,4.4,451528,183,999,86,83396,16,16428
2021-09-28,2789,1079704,3670,5895591,5277,5326479,4.3,450684,177,1001,73,83469,13,16441
2021-09-29,2778,1082482,3971,5899562,5360,5331839,4.3,448011,175,983,81,83550,13,16454
2021-09-30,2592,1085074,3831,5903393,5216,5337055,4.3,445015,181,948,66,83616,13,16467
2021-10-01,2191,1087265,4303,5907696,5319,5342374,4.3,442284,179,927,70,83686,16,16483
2021-10-02,2138,1089403,3722,5911418,6698,5349072,4.3,440337,176,894,82,83768,12,16495
2021-10-03,2526,1091929,1684,5913102,2776,5351848,4.4,435041,176,906,57,83825,6,16501
2021-10-04,3301,1095230,4472,5917574,4683,5356531,4.4,425662,173,934,87,83912,9,16510
2021-10-05,3046,1098276,4637,5922211,4461,5360992,4.6,419468,175,925,74,83986,11,16521
2021-10-06,2813,1101089,4231,5926442,4175,5365167,4.6,418265,171,904,76,84062,10,16531
2021-10-07,2904,1103993,4206,5930648,3933,5369100,4.7,418660,161,884,84,84146,6,16537
2021-10-08,2654,1106647,4828,5935476,4731,5373831,4.8,419406,144,885,78,84224,9,16546
2021-10-09,2433,1109080,3458,5938934,5781,5379612,4.9,418727,143,867,67,84291,11,16557
2021-10-10,2730,1111810,1406,5940340,2425,5382037,4.9,418802,146,878,58,84349,8,16565
2021-10-11,3830,1115640,4702,5945042,4001,5386038,5,419985,139,894,75,84424,9,16574
2021-10-12,3352,1118992,5211,5950253,3801,5389839,5.1,419022,146,853,93,84517,4,16578
2021-10-13,3509,1122501,7891,5958144,4341,5394180,5.3,421095,143,849,97,84614,6,16584
2021-10-14,3384,1125885,6945,5965089,4209,5398389,5.4,422230,137,864,105,84719,11,16595
2021-10-15,3228,1129113,6977,5972066,4769,5403158,5.5,422251,149,879,99,84818,5,16600
2021-10-16,2739,1131852,3758,5975824,6413,5409571,5.5,424718,155,882,100,84918,6,16606
2021-10-17,3291,1135143,1391,5977215,2225,5411796,5.6,427005,155,896,106,85024,11,16617
2021-10-18,4460,1139603,6369,5983584,4023,5415819,5.8,424862,154,918,94,85118,9,16626
2021-10-19,4304,1143907,6342,5989926,4061,5419880,6,423819,160,965,105,85223,9,16635
