,Date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,uniqueCasePositivityBySpecimenDateRollingSum,uniquePeopleTestedBySpecimenDateRollingSum,covidOccupiedMVBeds,hospitalCases,newAdmissions,cumAdmissions,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
418,2020-09-01,314.0,40293.0,,,,,1.4,119209.0,14.0,88.0,6.0,24809.0,0.0,6199.0
419,2020-08-31,216.0,39979.0,,,,,1.3,116246.0,14.0,81.0,6.0,24803.0,1.0,6199.0
420,2020-08-30,133.0,39763.0,,,,,1.2,124669.0,13.0,78.0,6.0,24797.0,0.0,6198.0
421,2020-08-29,139.0,39630.0,,,,,1.2,124660.0,15.0,73.0,6.0,24791.0,0.0,6198.0
422,2020-08-28,220.0,39491.0,,,,,1.2,124933.0,12.0,82.0,11.0,24785.0,0.0,6198.0
423,2020-08-27,229.0,39271.0,,,,,1.1,127654.0,16.0,86.0,5.0,24774.0,0.0,6198.0
424,2020-08-26,165.0,39042.0,,,,,1.1,130602.0,16.0,83.0,5.0,24769.0,0.0,6198.0
425,2020-08-25,170.0,38877.0,,,,,1.1,131555.0,16.0,81.0,9.0,24764.0,1.0,6198.0
426,2020-08-24,195.0,38707.0,,,,,1.1,130795.0,15.0,85.0,6.0,24755.0,0.0,6197.0
427,2020-08-23,145.0,38512.0,,,,,1.1,129925.0,20.0,84.0,8.0,24749.0,0.0,6197.0
428,2020-08-22,119.0,38367.0,,,,,1.0,129374.0,18.0,79.0,3.0,24741.0,1.0,6197.0
429,2020-08-21,167.0,38248.0,,,,,1.0,128330.0,16.0,84.0,5.0,24738.0,0.0,6196.0
430,2020-08-20,204.0,38081.0,,,,,1.0,123963.0,15.0,89.0,6.0,24733.0,1.0,6196.0
431,2020-08-19,153.0,37877.0,,,,,1.0,119195.0,15.0,90.0,7.0,24727.0,0.0,6195.0
432,2020-08-18,181.0,37724.0,,,,,1.0,114673.0,19.0,98.0,6.0,24720.0,1.0,6195.0
433,2020-08-17,189.0,37543.0,,,,,1.0,112585.0,19.0,107.0,2.0,24714.0,2.0,6194.0
434,2020-08-16,88.0,37354.0,,,,,1.0,110127.0,19.0,100.0,7.0,24712.0,0.0,6192.0
435,2020-08-15,107.0,37266.0,,,,,1.0,108836.0,15.0,100.0,4.0,24705.0,0.0,6192.0
436,2020-08-14,126.0,37159.0,,,,,0.9,106875.0,15.0,103.0,8.0,24701.0,0.0,6192.0
437,2020-08-13,124.0,37033.0,,,,,0.9,105302.0,15.0,104.0,9.0,24693.0,2.0,6192.0
438,2020-08-12,161.0,36909.0,,,,,0.9,104747.0,17.0,111.0,5.0,24684.0,0.0,6190.0
439,2020-08-11,149.0,36748.0,,,,,0.8,104112.0,13.0,105.0,18.0,24679.0,1.0,6190.0
440,2020-08-10,143.0,36599.0,,,,,0.8,102538.0,12.0,107.0,9.0,24661.0,1.0,6189.0
441,2020-08-09,67.0,36456.0,,,,,0.8,101205.0,12.0,107.0,10.0,24652.0,0.0,6188.0
442,2020-08-08,55.0,36389.0,,,,,0.8,102613.0,10.0,126.0,2.0,24642.0,1.0,6188.0
443,2020-08-07,121.0,36334.0,,,,,0.8,103113.0,10.0,105.0,7.0,24640.0,0.0,6187.0
444,2020-08-06,105.0,36213.0,,,,,0.7,101625.0,11.0,113.0,7.0,24633.0,0.0,6187.0
445,2020-08-05,113.0,36108.0,,,,,0.7,101390.0,13.0,111.0,12.0,24626.0,0.0,6187.0
446,2020-08-04,105.0,35995.0,,,,,0.7,101284.0,15.0,118.0,5.0,24614.0,0.0,6187.0
447,2020-08-03,88.0,35890.0,,,,,0.7,101979.0,17.0,122.0,2.0,24609.0,0.0,6187.0
448,2020-08-02,75.0,35802.0,,,,,0.7,102136.0,15.0,120.0,10.0,24607.0,1.0,6187.0
449,2020-08-01,58.0,35727.0,,,,,0.7,101270.0,16.0,126.0,5.0,24597.0,2.0,6186.0
450,2020-07-31,73.0,35669.0,,,,,0.7,100334.0,18.0,128.0,2.0,24592.0,2.0,6184.0
451,2020-07-30,102.0,35596.0,,,,,0.7,99299.0,19.0,134.0,5.0,24590.0,0.0,6182.0
452,2020-07-29,99.0,35494.0,,,,,0.7,96587.0,17.0,131.0,11.0,24585.0,0.0,6182.0
453,2020-07-28,100.0,35395.0,,,,,0.7,93922.0,17.0,127.0,7.0,24574.0,0.0,6182.0
454,2020-07-27,100.0,35295.0,,,,,0.6,93074.0,19.0,133.0,10.0,24567.0,1.0,6182.0
455,2020-07-26,65.0,35195.0,,,,,0.7,90209.0,18.0,139.0,9.0,24557.0,0.0,6181.0
456,2020-07-25,56.0,35130.0,,,,,0.6,89678.0,17.0,108.0,5.0,24548.0,0.0,6181.0
457,2020-07-24,83.0,35074.0,,,,,0.6,88604.0,21.0,147.0,15.0,24543.0,0.0,6181.0
458,2020-07-23,70.0,34991.0,,,,,0.6,87736.0,25.0,165.0,14.0,24528.0,2.0,6181.0
459,2020-07-22,80.0,34921.0,,,,,0.6,88036.0,25.0,173.0,11.0,24514.0,0.0,6179.0
460,2020-07-21,81.0,34841.0,,,,,0.6,89162.0,29.0,175.0,11.0,24503.0,0.0,6179.0
461,2020-07-20,98.0,34760.0,,,,,0.6,88712.0,30.0,180.0,14.0,24492.0,0.0,6179.0
462,2020-07-19,41.0,34662.0,,,,,0.6,88469.0,32.0,179.0,7.0,24478.0,0.0,6179.0
463,2020-07-18,47.0,34621.0,,,,,0.6,87146.0,29.0,179.0,5.0,24471.0,0.0,6179.0
464,2020-07-17,48.0,34574.0,,,,,0.6,85715.0,29.0,187.0,18.0,24466.0,2.0,6179.0
465,2020-07-16,70.0,34526.0,,,,,0.6,83850.0,28.0,191.0,24.0,24448.0,0.0,6177.0
466,2020-07-15,76.0,34456.0,,,,,0.5,81823.0,30.0,212.0,22.0,24424.0,1.0,6177.0
467,2020-07-14,62.0,34380.0,,,,,0.5,79419.0,35.0,229.0,19.0,24402.0,0.0,6176.0
468,2020-07-13,85.0,34318.0,,,,,0.6,77844.0,34.0,247.0,18.0,24383.0,1.0,6176.0
469,2020-07-12,38.0,34233.0,,,,,0.5,75372.0,37.0,247.0,16.0,24365.0,1.0,6175.0
470,2020-07-11,19.0,34195.0,,,,,0.6,74635.0,38.0,206.0,17.0,24349.0,3.0,6174.0
471,2020-07-10,40.0,34176.0,,,,,0.6,74385.0,39.0,255.0,26.0,24332.0,0.0,6171.0
472,2020-07-09,55.0,34136.0,,,,,0.6,72763.0,45.0,265.0,27.0,24306.0,2.0,6171.0
473,2020-07-08,57.0,34081.0,,,,,0.6,71096.0,45.0,269.0,30.0,24279.0,3.0,6169.0
474,2020-07-07,60.0,34024.0,,,,,0.6,69251.0,48.0,284.0,26.0,24249.0,1.0,6166.0
475,2020-07-06,54.0,33964.0,,,,,0.6,68012.0,52.0,291.0,30.0,24223.0,2.0,6165.0
476,2020-07-05,51.0,33910.0,,,,,0.6,67916.0,47.0,288.0,23.0,24193.0,3.0,6163.0
477,2020-07-04,32.0,33859.0,,,,,0.5,67631.0,51.0,293.0,16.0,24170.0,1.0,6160.0
478,2020-07-03,38.0,33827.0,,,,,0.6,66893.0,51.0,316.0,20.0,24154.0,1.0,6159.0
479,2020-07-02,40.0,33789.0,,,,,0.6,65525.0,54.0,320.0,27.0,24134.0,2.0,6158.0
480,2020-07-01,42.0,33749.0,,,,,0.6,62725.0,59.0,334.0,53.0,24107.0,1.0,6156.0
481,2020-06-30,52.0,33707.0,,,,,0.7,59527.0,66.0,386.0,28.0,24054.0,1.0,6155.0
482,2020-06-29,58.0,33655.0,,,,,0.7,56619.0,62.0,398.0,20.0,24026.0,1.0,6154.0
483,2020-06-28,22.0,33597.0,,,,,0.7,52506.0,63.0,392.0,18.0,24006.0,1.0,6153.0
484,2020-06-27,32.0,33575.0,,,,,0.8,51586.0,62.0,408.0,29.0,23988.0,0.0,6152.0
485,2020-06-26,48.0,33543.0,,,,,0.8,50688.0,67.0,423.0,39.0,23959.0,0.0,6152.0
486,2020-06-25,57.0,33495.0,,,,,0.8,49364.0,67.0,439.0,47.0,23920.0,1.0,6152.0
487,2020-06-24,46.0,33438.0,,,,,0.8,48940.0,77.0,477.0,51.0,23873.0,4.0,6151.0
488,2020-06-23,50.0,33392.0,,,,,0.8,48527.0,80.0,452.0,69.0,23822.0,0.0,6147.0
489,2020-06-22,51.0,33342.0,,,,,0.8,48587.0,75.0,453.0,60.0,23753.0,3.0,6147.0
490,2020-06-21,27.0,33291.0,,,,,0.7,49078.0,69.0,446.0,25.0,23693.0,2.0,6144.0
491,2020-06-20,29.0,33264.0,,,,,0.8,49418.0,71.0,466.0,19.0,23668.0,2.0,6142.0
492,2020-06-19,37.0,33235.0,,,,,0.8,50080.0,72.0,466.0,47.0,23649.0,2.0,6140.0
493,2020-06-18,46.0,33198.0,,,,,0.8,50488.0,83.0,494.0,50.0,23602.0,0.0,6138.0
494,2020-06-17,43.0,33152.0,,,,,0.8,51231.0,84.0,508.0,56.0,23552.0,1.0,6138.0
495,2020-06-16,46.0,33109.0,,,,,0.8,52532.0,97.0,539.0,56.0,23496.0,1.0,6137.0
496,2020-06-15,41.0,33063.0,,,,,0.8,54453.0,98.0,503.0,49.0,23440.0,3.0,6136.0
497,2020-06-14,31.0,33022.0,,,,,0.8,54664.0,100.0,531.0,22.0,23391.0,2.0,6133.0
498,2020-06-13,39.0,32991.0,,,,,0.9,54788.0,100.0,540.0,20.0,23369.0,1.0,6131.0
499,2020-06-12,54.0,32952.0,,,,,0.9,55161.0,100.0,568.0,30.0,23349.0,5.0,6130.0
500,2020-06-11,47.0,32898.0,,,,,0.9,55755.0,100.0,620.0,32.0,23319.0,5.0,6125.0
501,2020-06-10,52.0,32851.0,,,,,0.9,55651.0,115.0,675.0,41.0,23287.0,5.0,6120.0
502,2020-06-09,71.0,32799.0,,,,,1.0,54832.0,129.0,707.0,35.0,23246.0,2.0,6115.0
503,2020-06-08,57.0,32728.0,,,,,1.0,52964.0,134.0,701.0,69.0,23211.0,8.0,6113.0
504,2020-06-07,45.0,32671.0,,,,,1.1,52282.0,134.0,691.0,56.0,23142.0,5.0,6105.0
505,2020-06-06,47.0,32626.0,,,,,1.1,51561.0,140.0,707.0,46.0,23086.0,3.0,6100.0
506,2020-06-05,45.0,32579.0,,,,,1.1,50436.0,137.0,783.0,50.0,23040.0,2.0,6097.0
507,2020-06-04,58.0,32534.0,,,,,1.1,48563.0,139.0,795.0,58.0,22990.0,6.0,6095.0
508,2020-06-03,79.0,32476.0,,,,,1.2,47610.0,148.0,813.0,68.0,22932.0,6.0,6089.0
509,2020-06-02,49.0,32397.0,,,,,1.3,46843.0,159.0,855.0,51.0,22864.0,7.0,6083.0
510,2020-06-01,50.0,32348.0,,,,,1.4,45699.0,170.0,862.0,48.0,22813.0,5.0,6076.0
511,2020-05-31,38.0,32298.0,,,,,1.4,43123.0,197.0,891.0,42.0,22765.0,5.0,6071.0
512,2020-05-30,39.0,32260.0,,,,,1.5,43195.0,213.0,915.0,30.0,22723.0,7.0,6066.0
513,2020-05-29,56.0,32221.0,,,,,1.6,43307.0,207.0,1002.0,51.0,22693.0,5.0,6059.0
514,2020-05-28,75.0,32165.0,,,,,1.6,44073.0,222.0,1029.0,57.0,22642.0,9.0,6054.0
515,2020-05-27,84.0,32090.0,,,,,1.8,45131.0,228.0,1091.0,69.0,22585.0,8.0,6045.0
516,2020-05-26,66.0,32006.0,,,,,1.9,46248.0,268.0,1144.0,67.0,22516.0,11.0,6037.0
517,2020-05-25,58.0,31940.0,,,,,1.9,48550.0,276.0,1174.0,49.0,22449.0,9.0,6026.0
518,2020-05-24,52.0,31882.0,,,,,2.0,50877.0,271.0,1160.0,41.0,22400.0,6.0,6017.0
519,2020-05-23,65.0,31830.0,,,,,2.1,50908.0,272.0,1165.0,43.0,22359.0,6.0,6011.0
520,2020-05-22,81.0,31765.0,,,,,2.1,50850.0,287.0,1240.0,77.0,22316.0,8.0,6005.0
521,2020-05-21,156.0,31684.0,,,,,2.2,50304.0,307.0,1224.0,76.0,22239.0,12.0,5997.0
522,2020-05-20,142.0,31528.0,,,,,2.3,49104.0,313.0,1247.0,71.0,22163.0,16.0,5985.0
523,2020-05-19,129.0,31386.0,,,,,2.4,48883.0,333.0,1390.0,89.0,22092.0,20.0,5969.0
524,2020-05-18,113.0,31257.0,,,,,2.6,48595.0,349.0,1496.0,74.0,22003.0,13.0,5949.0
525,2020-05-17,78.0,31144.0,,,,,2.8,48631.0,374.0,1454.0,51.0,21929.0,14.0,5936.0
526,2020-05-16,72.0,31066.0,,,,,2.9,48923.0,384.0,1552.0,59.0,21878.0,10.0,5922.0
527,2020-05-15,132.0,30994.0,,,,,3.0,48661.0,405.0,1625.0,77.0,21819.0,18.0,5912.0
528,2020-05-14,158.0,30862.0,,,,,3.1,47970.0,395.0,1667.0,91.0,21742.0,17.0,5894.0
529,2020-05-13,204.0,30704.0,,,,,3.4,49255.0,413.0,1777.0,91.0,21651.0,12.0,5877.0
530,2020-05-12,194.0,30500.0,,,,,3.6,48937.0,425.0,1827.0,80.0,21560.0,15.0,5865.0
531,2020-05-11,161.0,30306.0,,,,,3.7,46454.0,457.0,1880.0,91.0,21480.0,23.0,5850.0
532,2020-05-10,125.0,30145.0,,,,,3.9,44898.0,466.0,1889.0,86.0,21389.0,27.0,5827.0
533,2020-05-09,128.0,30020.0,,,,,4.1,44750.0,516.0,1971.0,85.0,21303.0,25.0,5800.0
534,2020-05-08,207.0,29892.0,,,,,4.2,46543.0,531.0,1955.0,99.0,21218.0,30.0,5775.0
535,2020-05-07,273.0,29685.0,,,,,4.2,48969.0,565.0,2086.0,202.0,21119.0,28.0,5745.0
536,2020-05-06,266.0,29412.0,,,,,4.3,50540.0,580.0,2154.0,216.0,20917.0,43.0,5717.0
537,2020-05-05,217.0,29146.0,,,,,4.6,51366.0,565.0,2270.0,178.0,20701.0,34.0,5674.0
538,2020-05-04,249.0,28929.0,,,,,4.9,50836.0,587.0,2328.0,169.0,20523.0,37.0,5640.0
539,2020-05-03,169.0,28680.0,,,,,5.4,50145.0,638.0,2390.0,157.0,20354.0,43.0,5603.0
540,2020-05-02,247.0,28511.0,,,,,5.7,47186.0,678.0,2432.0,150.0,20197.0,52.0,5560.0
541,2020-05-01,354.0,28264.0,,,,,6.2,42872.0,712.0,2596.0,201.0,20047.0,42.0,5508.0
542,2020-04-30,424.0,27910.0,,,,,7.2,36567.0,723.0,2703.0,183.0,19846.0,45.0,5466.0
543,2020-04-29,428.0,27486.0,,,,,9.4,29587.0,733.0,2811.0,212.0,19663.0,52.0,5421.0
544,2020-04-28,313.0,27058.0,,,,,11.7,22736.0,755.0,2794.0,248.0,19451.0,58.0,5369.0
545,2020-04-27,418.0,26745.0,,,,,13.9,19928.0,800.0,3117.0,261.0,19203.0,54.0,5311.0
546,2020-04-26,311.0,26327.0,,,,,16.1,17120.0,831.0,3115.0,187.0,18942.0,62.0,5257.0
547,2020-04-25,333.0,26016.0,,,,,17.9,16083.0,868.0,3198.0,137.0,18755.0,58.0,5195.0
548,2020-04-24,378.0,25683.0,,,,,19.1,15704.0,836.0,3281.0,171.0,18618.0,75.0,5137.0
549,2020-04-23,521.0,25305.0,,,,,21.3,15149.0,897.0,3510.0,266.0,18447.0,80.0,5062.0
550,2020-04-22,397.0,24784.0,,,,,23.1,13812.0,927.0,3768.0,225.0,18181.0,110.0,4982.0
551,2020-04-21,463.0,24387.0,,,,,25.1,13426.0,972.0,3922.0,288.0,17956.0,105.0,4872.0
552,2020-04-20,433.0,23924.0,,,,,27.4,12943.0,1019.0,3940.0,308.0,17668.0,97.0,4767.0
553,2020-04-19,395.0,23491.0,,,,,29.1,12425.0,991.0,4021.0,290.0,17360.0,116.0,4670.0
554,2020-04-18,400.0,23096.0,,,,,30.7,12408.0,992.0,3993.0,283.0,17070.0,118.0,4554.0
555,2020-04-17,579.0,22696.0,,,,,32.3,12161.0,982.0,4219.0,358.0,16787.0,110.0,4436.0
556,2020-04-16,575.0,22117.0,,,,,34.6,11530.0,1012.0,4395.0,388.0,16429.0,138.0,4326.0
557,2020-04-15,660.0,21542.0,,,,,37.3,11445.0,1023.0,4509.0,412.0,16041.0,147.0,4188.0
558,2020-04-14,596.0,20882.0,,,,,39.6,11318.0,1026.0,4621.0,447.0,15629.0,143.0,4041.0
559,2020-04-13,596.0,20286.0,,,,,41.0,11905.0,1046.0,4799.0,416.0,15182.0,170.0,3898.0
560,2020-04-12,500.0,19690.0,,,,,42.4,12255.0,1035.0,4931.0,384.0,14766.0,170.0,3728.0
561,2020-04-11,519.0,19190.0,,,,,43.7,12242.0,1035.0,4910.0,490.0,14382.0,164.0,3558.0
562,2020-04-10,616.0,18671.0,,,,,44.7,12654.0,1057.0,5168.0,531.0,13892.0,174.0,3394.0
563,2020-04-09,801.0,18055.0,,,,,45.9,13016.0,849.0,5201.0,554.0,13361.0,199.0,3220.0
564,2020-04-08,875.0,17254.0,,,,,47.5,13102.0,941.0,5198.0,744.0,12807.0,232.0,3021.0
565,2020-04-07,951.0,16379.0,,,,,49.2,12771.0,876.0,5025.0,722.0,12063.0,221.0,2789.0
566,2020-04-06,857.0,15428.0,,,,,49.3,12830.0,914.0,5058.0,743.0,11341.0,197.0,2568.0
567,2020-04-05,632.0,14571.0,,,,,49.8,12793.0,800.0,4869.0,732.0,10598.0,196.0,2371.0
568,2020-04-04,765.0,13939.0,,,,,50.4,12565.0,824.0,4691.0,733.0,9866.0,225.0,2175.0
569,2020-04-03,982.0,13174.0,,,,,51.0,12067.0,759.0,4092.0,647.0,9133.0,192.0,1950.0
570,2020-04-02,1067.0,12192.0,,,,,51.1,11711.0,673.0,4168.0,835.0,8486.0,194.0,1758.0
571,2020-04-01,979.0,11125.0,,,,,50.7,11256.0,,4219.0,767.0,7651.0,189.0,1564.0
572,2020-03-31,935.0,10146.0,,,,,50.6,10672.0,,4073.0,645.0,6884.0,180.0,1375.0
573,2020-03-30,868.0,9211.0,,,,,49.8,10196.0,,3638.0,883.0,6239.0,150.0,1195.0
574,2020-03-29,594.0,8343.0,,,,,49.4,9757.0,,3464.0,672.0,5356.0,143.0,1045.0
575,2020-03-28,576.0,7749.0,,,,,48.4,9532.0,,3114.0,551.0,4684.0,119.0,902.0
576,2020-03-27,817.0,7173.0,,,,,47.5,9221.0,,2829.0,639.0,4133.0,127.0,783.0
577,2020-03-26,764.0,6356.0,,,,,46.3,8513.0,,2244.0,519.0,3494.0,122.0,656.0
578,2020-03-25,759.0,5592.0,,,,,43.4,8009.0,,2051.0,675.0,2975.0,119.0,534.0
579,2020-03-24,632.0,4833.0,,,,,40.7,7623.0,,1705.0,637.0,2300.0,87.0,415.0
580,2020-03-23,687.0,4201.0,,,,,38.4,7164.0,,1559.0,505.0,1663.0,56.0,328.0
581,2020-03-22,438.0,3514.0,,,,,35.1,6684.0,,1266.0,335.0,1158.0,53.0,272.0
582,2020-03-21,350.0,3076.0,,,,,32.8,6427.0,,1081.0,311.0,823.0,46.0,219.0
583,2020-03-20,426.0,2726.0,,,,,30.7,6323.0,,841.0,272.0,512.0,46.0,173.0
584,2020-03-19,330.0,2300.0,,,,,27.1,6317.0,,,240.0,240.0,25.0,127.0
585,2020-03-18,355.0,1970.0,,,,,24.8,6280.0,,,,,26.0,102.0
586,2020-03-17,311.0,1615.0,,,,,22.1,6058.0,,,,,23.0,76.0
587,2020-03-16,233.0,1304.0,,,,,19.0,5640.0,,,,,16.0,53.0
588,2020-03-15,165.0,1071.0,,,,,16.9,5151.0,,,,,8.0,37.0
589,2020-03-14,150.0,906.0,,,,,15.5,4757.0,,,,,11.0,29.0
590,2020-03-13,135.0,756.0,,,,,13.9,4191.0,,,,,6.0,18.0
591,2020-03-12,165.0,621.0,,,,,12.4,3614.0,,,,,6.0,12.0
592,2020-03-11,183.0,456.0,,,,,10.7,3071.0,,,,,3.0,6.0
593,2020-03-10,92.0,273.0,,,,,7.8,2558.0,,,,,1.0,3.0
594,2020-03-09,53.0,181.0,,,,,5.9,2244.0,,,,,2.0,2.0
595,2020-03-08,22.0,128.0,,,,,4.6,2098.0,,,,,,
596,2020-03-07,15.0,106.0,,,,,4.0,2126.0,,,,,,
597,2020-03-06,24.0,91.0,,,,,3.5,2069.0,,,,,,
598,2020-03-05,14.0,67.0,,,,,2.9,2002.0,,,,,,
599,2020-03-04,18.0,53.0,,,,,2.4,1890.0,,,,,,
600,2020-03-03,6.0,35.0,,,,,1.7,1702.0,,,,,,
601,2020-03-02,12.0,29.0,,,,,1.8,1483.0,,,,,,
602,2020-03-01,4.0,17.0,,,,,1.3,1259.0,,,,,,
603,2020-02-29,1.0,13.0,,,,,1.5,919.0,,,,,,
604,2020-02-28,3.0,12.0,,,,,1.7,706.0,,,,,,
605,2020-02-27,2.0,9.0,,,,,1.8,452.0,,,,,,
606,2020-02-26,2.0,7.0,,,,,1.7,301.0,,,,,,
607,2020-02-25,3.0,5.0,,,,,1.1,269.0,,,,,,
608,2020-02-24,1.0,2.0,,,,,0.4,283.0,,,,,,
609,2020-02-23,0.0,1.0,,,,,0.3,308.0,,,,,,
610,2020-02-22,0.0,1.0,,,,,0.3,321.0,,,,,,
611,2020-02-21,0.0,1.0,,,,,0.3,343.0,,,,,,
612,2020-02-20,0.0,1.0,,,,,0.3,366.0,,,,,,
613,2020-02-19,0.0,1.0,,,,,0.5,408.0,,,,,,
614,2020-02-18,0.0,1.0,,,,,0.5,424.0,,,,,,
615,2020-02-17,0.0,1.0,,,,,1.1,437.0,,,,,,
616,2020-02-16,0.0,1.0,,,,,1.2,428.0,,,,,,
617,2020-02-15,0.0,1.0,,,,,1.2,404.0,,,,,,
618,2020-02-14,0.0,1.0,,,,,1.2,403.0,,,,,,
619,2020-02-13,0.0,1.0,,,,,1.5,335.0,,,,,,
620,2020-02-12,0.0,1.0,,,,,1.5,275.0,,,,,,
621,2020-02-11,1.0,1.0,,,,,1.4,217.0,,,,,,
622,2020-02-10,,,,,,,-999.0,182.0,,,,,,
623,2020-02-09,,,,,,,-999.0,132.0,,,,,,
624,2020-02-08,,,,,,,-999.0,82.0,,,,,,
625,2021-10-25,,,,,,,,,156.0,1044.0,,,,
